Job_ID,Job_Title,Skills_Required,Tech_Stack,Company_Name,Location,Experience_Level,Salary_Range,Job_Type,Industry,Date_Posted,job_status,Apply Here
492,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Reese-Kent,Hyderabad,5+ years,10 LPA- 15 LPA,Full-time,IT,07-06-2024,open,
493,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Carpenter, Leonard and Barr",Noida,1-3 years,6 LPA- 10 LPA,Full-time,IT,08-06-2024,open,
494,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Pruitt and Sons,Hyderabad,5+ years,15 LPA- 25 LPA,Internship,IT,08-06-2024,open,
495,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Moore, Pacheco and Duncan",Mumbai,1-3 years,15 LPA- 25 LPA,Full-time,IT,09-06-2024,closed,
496,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Hines-Hayes,Delhi,5+ years,15 LPA- 25 LPA,Full-time,IT,10-06-2024,closed,
497,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Brown, Gentry and Hendrix",Chennai,Fresher,15 LPA- 25 LPA,Contract,IT,10-06-2024,closed,
498,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Sutton-Brown,Gurgaon,Fresher,10 LPA- 15 LPA,Contract,IT,10-06-2024,open,
499,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Wall-Diaz,Kolkata,3-5 years,6 LPA- 10 LPA,Freelance,IT,11-06-2024,closed,
500,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Berger and Sons,Kolkata,1-3 years,15 LPA- 25 LPA,Contract,IT,12-06-2024,open,
501,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Hubbard Ltd,Hyderabad,5+ years,6 LPA- 10 LPA,Freelance,IT,12-06-2024,open,
502,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Hinton-Campos,Hyderabad,Fresher,3 LPA- 6 LPA,Full-time,IT,12-06-2024,closed,
503,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Taylor-Ramirez,Gurgaon,3-5 years,15 LPA- 25 LPA,Freelance,IT,13-06-2024,closed,
504,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Warren LLC,Remote,1-3 years,15 LPA- 25 LPA,Freelance,IT,13-06-2024,closed,
505,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Stevens-Smith,Noida,Fresher,10 LPA- 15 LPA,Contract,IT,13-06-2024,closed,
506,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Hall-Mack,Pune,3-5 years,15 LPA- 25 LPA,Freelance,IT,14-06-2024,closed,
507,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Grant-Martinez,Mumbai,3-5 years,10 LPA- 15 LPA,Freelance,IT,14-06-2024,closed,
508,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Hale-Mcmahon,Delhi,Fresher,3 LPA- 6 LPA,Internship,IT,14-06-2024,closed,
509,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Gates-Johnson,Bangalore,1-3 years,6 LPA- 10 LPA,Freelance,IT,14-06-2024,closed,
510,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Moreno, Vazquez and Robinson",Bangalore,1-3 years,6 LPA- 10 LPA,Full-time,IT,14-06-2024,open,
511,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Cantu LLC,Hyderabad,Fresher,6 LPA- 10 LPA,Internship,IT,15-06-2024,closed,
512,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Mccormick and Sons,Chennai,Fresher,15 LPA- 25 LPA,Internship,IT,16-06-2024,closed,
513,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Kramer-Crawford,Remote,1-3 years,15 LPA- 25 LPA,Freelance,IT,17-06-2024,open,
514,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Gonzalez-Lane,Delhi,5+ years,15 LPA- 25 LPA,Full-time,IT,18-06-2024,open,
515,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Farrell, Bartlett and Chambers",Chennai,5+ years,3 LPA- 6 LPA,Freelance,IT,18-06-2024,open,
516,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Snyder-Young,Noida,Fresher,10 LPA- 15 LPA,Internship,IT,18-06-2024,closed,
517,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Vasquez Group,Bangalore,1-3 years,15 LPA- 25 LPA,Freelance,IT,18-06-2024,open,
518,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Taylor Group,Kolkata,Fresher,15 LPA- 25 LPA,Contract,IT,20-06-2024,closed,
519,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Wallace, Lang and Hill",Hyderabad,1-3 years,15 LPA- 25 LPA,Internship,IT,21-06-2024,closed,
520,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Wilson Group,Bangalore,Fresher,6 LPA- 10 LPA,Contract,IT,21-06-2024,open,
521,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Jones, Gonzales and Caldwell",Kolkata,5+ years,3 LPA- 6 LPA,Contract,IT,21-06-2024,open,
522,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Cooper and Sons,Kolkata,3-5 years,15 LPA- 25 LPA,Freelance,IT,22-06-2024,closed,
523,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Macdonald Inc,Hyderabad,5+ years,10 LPA- 15 LPA,Freelance,IT,23-06-2024,open,
524,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Garcia PLC,Chennai,3-5 years,6 LPA- 10 LPA,Full-time,IT,25-06-2024,closed,
525,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Duran Group,Hyderabad,5+ years,6 LPA- 10 LPA,Internship,IT,25-06-2024,closed,
526,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Tucker-Ryan,Hyderabad,3-5 years,3 LPA- 6 LPA,Full-time,IT,25-06-2024,open,
527,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Mata, Jackson and Sharp",Noida,Fresher,15 LPA- 25 LPA,Full-time,IT,26-06-2024,open,
528,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Decker-Allen,Gurgaon,1-3 years,6 LPA- 10 LPA,Full-time,IT,27-06-2024,open,
529,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Lindsey Ltd,Delhi,Fresher,15 LPA- 25 LPA,Freelance,IT,28-06-2024,closed,
530,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Bennett, Crawford and Montoya",Mumbai,Fresher,15 LPA- 25 LPA,Internship,IT,28-06-2024,closed,
531,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Wyatt Inc,Pune,5+ years,6 LPA- 10 LPA,Full-time,IT,29-06-2024,closed,
532,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Pham Inc,Delhi,3-5 years,3 LPA- 6 LPA,Contract,IT,29-06-2024,closed,
533,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Mckinney-Valdez,Noida,3-5 years,15 LPA- 25 LPA,Internship,IT,29-06-2024,closed,
534,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Smith, Thornton and Escobar",Delhi,1-3 years,6 LPA- 10 LPA,Full-time,IT,29-06-2024,closed,
535,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Lewis PLC,Remote,5+ years,15 LPA- 25 LPA,Internship,IT,01-07-2024,open,
536,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Allen-Johnson,Bangalore,3-5 years,15 LPA- 25 LPA,Freelance,IT,02-07-2024,closed,
537,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Meyer PLC,Mumbai,Fresher,15 LPA- 25 LPA,Freelance,IT,03-07-2024,closed,
538,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Lopez-Fernandez,Mumbai,1-3 years,15 LPA- 25 LPA,Internship,IT,03-07-2024,closed,
539,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Short-Brown,Hyderabad,1-3 years,15 LPA- 25 LPA,Full-time,IT,04-07-2024,open,
540,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Lynch Inc,Delhi,Fresher,6 LPA- 10 LPA,Freelance,IT,04-07-2024,open,
541,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Erickson Inc,Remote,3-5 years,10 LPA- 15 LPA,Contract,IT,04-07-2024,open,
542,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Mitchell and Sons,Hyderabad,3-5 years,6 LPA- 10 LPA,Internship,IT,04-07-2024,closed,
543,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Stephens Group,Pune,3-5 years,3 LPA- 6 LPA,Contract,IT,05-07-2024,open,
544,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Williams, Castro and Baker",Noida,Fresher,10 LPA- 15 LPA,Contract,IT,05-07-2024,open,
545,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Hester, Wilson and Young",Chennai,5+ years,15 LPA- 25 LPA,Full-time,IT,05-07-2024,closed,
546,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Garcia Inc,Remote,1-3 years,15 LPA- 25 LPA,Freelance,IT,05-07-2024,open,
547,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Caldwell, Smith and Collins",Kolkata,3-5 years,3 LPA- 6 LPA,Contract,IT,06-07-2024,open,
548,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Lam Group,Hyderabad,5+ years,15 LPA- 25 LPA,Contract,IT,07-07-2024,open,
549,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Lam, Oliver and Clark",Chennai,5+ years,3 LPA- 6 LPA,Internship,IT,07-07-2024,closed,
550,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Cruz-Weaver,Noida,1-3 years,15 LPA- 25 LPA,Freelance,IT,08-07-2024,closed,
551,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Sullivan Ltd,Kolkata,5+ years,10 LPA- 15 LPA,Internship,IT,09-07-2024,open,
552,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Mason LLC,Gurgaon,5+ years,3 LPA- 6 LPA,Freelance,IT,10-07-2024,closed,
553,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Cox-Rivera,Hyderabad,3-5 years,15 LPA- 25 LPA,Internship,IT,11-07-2024,open,
554,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Murray-Gross,Delhi,Fresher,3 LPA- 6 LPA,Internship,IT,12-07-2024,open,
555,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Wallace Inc,Noida,5+ years,10 LPA- 15 LPA,Internship,IT,13-07-2024,closed,
556,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Lee, Roth and Martinez",Chennai,Fresher,10 LPA- 15 LPA,Internship,IT,13-07-2024,closed,
557,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Wilson, Martin and Hurst",Noida,3-5 years,6 LPA- 10 LPA,Freelance,IT,13-07-2024,closed,
558,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Alvarez-Gay,Chennai,5+ years,10 LPA- 15 LPA,Full-time,IT,14-07-2024,closed,
559,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Hernandez-Simmons,Mumbai,5+ years,10 LPA- 15 LPA,Internship,IT,14-07-2024,open,
560,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Austin, Pineda and Melton",Chennai,Fresher,3 LPA- 6 LPA,Contract,IT,15-07-2024,closed,
561,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Steele-Williams,Chennai,5+ years,15 LPA- 25 LPA,Contract,IT,15-07-2024,open,
562,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Miles Inc,Delhi,Fresher,15 LPA- 25 LPA,Contract,IT,15-07-2024,closed,
563,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Byrd, Baker and Martinez",Bangalore,1-3 years,3 LPA- 6 LPA,Full-time,IT,16-07-2024,open,
564,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Randall, Pierce and Matthews",Pune,1-3 years,3 LPA- 6 LPA,Freelance,IT,16-07-2024,open,
565,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Thompson-Douglas,Gurgaon,1-3 years,15 LPA- 25 LPA,Freelance,IT,17-07-2024,closed,
566,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Serrano, Lee and Fleming",Chennai,Fresher,10 LPA- 15 LPA,Freelance,IT,17-07-2024,open,
567,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Walker-Sparks,Gurgaon,5+ years,3 LPA- 6 LPA,Full-time,IT,18-07-2024,open,
568,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Bailey-Clark,Bangalore,3-5 years,6 LPA- 10 LPA,Freelance,IT,18-07-2024,open,
569,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Mullins-Johnson,Kolkata,Fresher,3 LPA- 6 LPA,Full-time,IT,18-07-2024,open,
570,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Perez-Davis,Hyderabad,Fresher,3 LPA- 6 LPA,Full-time,IT,19-07-2024,closed,
571,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Mullins Group,Delhi,3-5 years,15 LPA- 25 LPA,Full-time,IT,19-07-2024,open,
572,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Miles-James,Remote,5+ years,6 LPA- 10 LPA,Contract,IT,20-07-2024,closed,
573,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Hernandez-Bentley,Remote,1-3 years,6 LPA- 10 LPA,Internship,IT,20-07-2024,closed,
574,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Giles Ltd,Mumbai,1-3 years,6 LPA- 10 LPA,Contract,IT,20-07-2024,closed,
575,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Hunter and Sons,Gurgaon,Fresher,10 LPA- 15 LPA,Internship,IT,21-07-2024,open,
576,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Mccoy-Robertson,Remote,Fresher,6 LPA- 10 LPA,Full-time,IT,22-07-2024,closed,
577,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Perez-Miller,Kolkata,3-5 years,3 LPA- 6 LPA,Freelance,IT,23-07-2024,open,
578,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Smith-Thompson,Delhi,Fresher,3 LPA- 6 LPA,Contract,IT,23-07-2024,open,
579,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Huffman and Sons,Hyderabad,3-5 years,10 LPA- 15 LPA,Internship,IT,24-07-2024,open,
580,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Kelly and Sons,Noida,Fresher,3 LPA- 6 LPA,Full-time,IT,24-07-2024,closed,
581,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Noble, Arnold and Garcia",Gurgaon,3-5 years,10 LPA- 15 LPA,Internship,IT,25-07-2024,closed,
582,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Bailey-Henderson,Delhi,5+ years,15 LPA- 25 LPA,Internship,IT,26-07-2024,closed,
583,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Patel, Brennan and Taylor",Gurgaon,5+ years,6 LPA- 10 LPA,Internship,IT,26-07-2024,closed,
584,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Frank, Turner and Smith",Bangalore,3-5 years,3 LPA- 6 LPA,Internship,IT,26-07-2024,closed,
585,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Johnson-Reynolds,Pune,3-5 years,3 LPA- 6 LPA,Freelance,IT,27-07-2024,open,
586,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Valdez, Simmons and Coleman",Gurgaon,3-5 years,6 LPA- 10 LPA,Contract,IT,30-07-2024,closed,
587,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Wilson-Smith,Chennai,Fresher,10 LPA- 15 LPA,Internship,IT,01-08-2024,closed,
588,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Elliott Group,Chennai,3-5 years,3 LPA- 6 LPA,Freelance,IT,01-08-2024,open,
589,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Bailey-Jensen,Mumbai,Fresher,3 LPA- 6 LPA,Freelance,IT,02-08-2024,closed,
590,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Duncan Inc,Pune,1-3 years,6 LPA- 10 LPA,Internship,IT,03-08-2024,open,
591,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Simpson and Sons,Remote,1-3 years,6 LPA- 10 LPA,Freelance,IT,05-08-2024,closed,
592,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Bishop-Jimenez,Gurgaon,1-3 years,3 LPA- 6 LPA,Contract,IT,06-08-2024,closed,
593,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Smith-Johnson,Kolkata,5+ years,3 LPA- 6 LPA,Internship,IT,07-08-2024,closed,
594,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Taylor-Bailey,Pune,3-5 years,15 LPA- 25 LPA,Internship,IT,07-08-2024,closed,
595,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Lopez Group,Hyderabad,3-5 years,15 LPA- 25 LPA,Full-time,IT,07-08-2024,open,
596,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Baker-Snyder,Pune,3-5 years,6 LPA- 10 LPA,Freelance,IT,07-08-2024,closed,
597,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","White, Patel and King",Chennai,1-3 years,6 LPA- 10 LPA,Freelance,IT,07-08-2024,closed,
598,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Gomez-Pearson,Delhi,5+ years,15 LPA- 25 LPA,Freelance,IT,08-08-2024,open,
599,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Griffin LLC,Delhi,1-3 years,3 LPA- 6 LPA,Internship,IT,08-08-2024,open,
600,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Walker-Schmidt,Delhi,Fresher,6 LPA- 10 LPA,Full-time,IT,08-08-2024,closed,
601,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Peters, Perry and Banks",Kolkata,Fresher,10 LPA- 15 LPA,Internship,IT,08-08-2024,closed,
602,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Payne-Smith,Noida,3-5 years,15 LPA- 25 LPA,Contract,IT,08-08-2024,closed,
603,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Martin, Wade and Moore",Chennai,1-3 years,15 LPA- 25 LPA,Contract,IT,08-08-2024,open,
604,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Castillo Ltd,Remote,3-5 years,3 LPA- 6 LPA,Freelance,IT,09-08-2024,open,
605,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Campbell, Gould and Fletcher",Kolkata,5+ years,10 LPA- 15 LPA,Full-time,IT,09-08-2024,closed,
606,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Flores-Warner,Delhi,Fresher,6 LPA- 10 LPA,Internship,IT,11-08-2024,closed,
607,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Knight, Henderson and Williamson",Chennai,Fresher,10 LPA- 15 LPA,Internship,IT,11-08-2024,closed,
